Entrez_ID,SYMBOL
401720,FIGNL2
105369971,FIGNL2-DT
91,ACVR1B
160622,TAMALIN
3164,NR4A1
60673,ATG101
144501,KRT80
3855,KRT7
3856,KRT8
3875,KRT18
1975,EIF4B
283335,TNS2-AS1
23371,TNS2
84926,SPRYD3
3489,IGFBP6
51380,CSAD
283337,ZNF740
5916,RARG
84975,MFSD5
9700,ESPL1
5204,PFDN5
60314,MYG1
8086,AAAS
6667,SP1
269,AMHR2
54458,PRR13
5094,PCBP2
7786,MAP3K12
6895,TARBP2
11016,ATF7
517,ATP5MC2
57658,CALCOCO1
23583,SMUG1
23468,CBX5
3178,HNRNPA1
22818,COPZ1
25946,ZNF385A
3678,ITGA5
5502,PPP1R1A
3679,ITGA7
2647,BLOC1S1
967,CD63
10220,GDF11
84324,SARNP
29095,ORMDL2
85406,DNAJC14
440104,TMEM198B
4327,MMP19
84305,PYM1
102724112,NA
1606,DGKA
6490,PMEL
1017,CDK2
5869,RAB5B
6821,SUOX
64375,IKZF4
6231,RPS26
2065,ERBB3
5036,PA2G4
6171,RPL41
84872,ZC3H10
23344,ESYT1
140465,MYL6B
4637,MYL6
6601,SMARCC2
10193,RNF41
79035,NABP2
283373,ANKRD52
93058,COQ10A
1431,CS
10330,CNPY2
9924,PAN2
6773,STAT2
8914,TIMELESS
283377,SPRYD4
27165,GLS2
5939,RBMS2
11176,BAZ2A
506,ATP5F1B
10728,PTGES3
4666,NACA
5557,PRIM1
9880,ZBTB39
23306,NEMP1
4665,NAB2
6778,STAT6
4035,LRP1
11247,NXPH4
6472,SHMT2
246329,STAC3
22864,R3HDM2
83729,INHBE
4141,MARS1
1649,DDIT3
114785,MBD6
10540,DCTN2
3798,KIF5A
79837,PIP4K2C
196403,DTX3
115557,ARHGEF25
10956,OS9
6302,TSPAN31
1019,CDK4
92979,MARCHF9
4234,METTL1
25895,EEF1AKMT3
10102,TSFM
10677,AVIL
10106,CTDSP2
100506844,GIHCG
91419,ATP23
121227,LRIG3
9194,SLC16A7
338811,TAFA2
9958,USP15
23041,MON2
57460,PPM1H
283417,DPY19L2
10329,RXYLT1
57522,SRGAP1
144577,KICS2
11260,XPOT
29110,TBK1
283349,RASSF3
2799,GNS
23592,LEMD3
253827,MSRB3
8091,HMGA2
100129940,HMGA2-AS1
84298,LLPH
51643,TMBIM4
11213,IRAK3
92797,HELB
23426,GRIP1
55832,CAND1
8445,DYRK2
56890,MDM1
5908,RAP1B
57122,NUP107
55508,SLC35E3
4193,MDM2
1368,CPM
11052,CPSF6
8089,YEATS4
10818,FRS2
10576,CCT2
376132,LRRC10
144453,BEST3
117177,RAB3IP
196446,MYRFL
101928062,PRANCR
4848,CNOT2
27345,KCNMB4
5787,PTPRB
7103,TSPAN8
8549,LGR5
196441,ZFC3H1
83591,THAP2
55266,TMEM19
23011,RAB21
64786,TBC1D15
29953,TRHDE
552889,ATXN7L3B
84698,CAPS2
11010,GLIPR1
11103,KRR1
22822,PHLDA1
4673,NAP1L1
79738,BBS10
114882,OSBPL8
23390,ZDHHC17
1466,CSRP2
144455,E2F7
89795,NAV3
6857,SYT1
5074,PAWR
4659,PPP1R12A
283310,OTOGL
8825,LIN7A
79611,ACSS3
29080,CCDC59
84190,METTL25
160335,TMTC2
55117,SLC6A15
9182,RASSF9
25834,MGAT4C
400058,MKRN9P
91298,RLIG1
80184,CEP290
160418,TMTC3
4254,KITLG
1848,DUSP6
105369889,LOC105369889
282809,POC1B
490,ATP2B1
338758,ATP2B1-AS1
4060,LUM
1634,DCN
694,BTG1
440107,PLEKHG7
8411,EEA1
11163,NUDT4
7334,UBE2N
28977,MRPL42
8835,SOCS2
8738,CRADD
10154,PLXNC1
51134,CEP83
57458,TMCC3
55967,NDUFA12
7181,NR2C1
55785,FGD6
55591,VEZT
10988,METAP2
59277,NTN4
6636,SNRPF
4048,LTA4H
2004,ELK3
5128,CDK17
121441,NEDD1
121456,SLC9A7P1
100128191,TMPO-AS1
7112,TMPO
5250,SLC25A3
121457,IKBIP
317,APAF1
23074,BLTP3B
55592,GOLGA2P5
64431,ACTR6
55681,SCYL2
283431,GAS2L3
121601,ANO4
27340,UTP20
400,ARL1
56994,CHPT1
79158,GNPTAB
55332,DRAM1
51019,WASHC3
79023,NUP37
55010,PARPBP
51559,NT5DC3
7184,HSP90B1
728568,UQCC6
6996,TDG
83468,GLT8D2
29915,HCFC2
4801,NFYB
7296,TXNRD1
50515,CHST11
84102,SLC41A2
121053,NOPCHAP1
160428,ALDH1L2
23325,WASHC4
55198,APPL2
387882,C12orf75
9891,NUAK1
10970,CKAP4
255394,TCP11L2
55703,POLR3B
55188,RIC8B
90488,TMEM263
80298,MTERF2
1407,CRY1
121551,ABTB3
11137,PWP1
11108,PRDM4
9671,WSCD2
1240,CMKLR1
11153,FICD
9733,SART3
23479,ISCU
6404,SELPLG
23603,CORO1C
54434,SSH1
84749,USP30
121642,ALKBH2
7374,UNG
32,ACACB
83892,KCTD10
89910,UBE3B
326625,MMAB
4598,MVK
84915,FAM222A
59341,TRPV4
51228,GLTP
84260,TCHP
9815,GIT2
88455,ANKRD13A
400073,C12orf76
28981,IFT81
488,ATP2A2
51434,ANAPC7
10094,ARPC3
51184,GPN3
29902,FAM216A
51699,VPS29
144715,RAD9B
160760,PPTC7
79600,TCTN1
5501,PPP1CC
160762,CCDC63
4633,MYL2
100131138,LINC01405
23316,CUX2
144717,PHETA1
10019,SH2B3
6311,ATXN2
8315,BRAP
80724,ACAD10
217,ALDH2
51275,MAPKAPK5-AS1
8550,MAPKAPK5
89894,TMEM116
8759,ADAM1A
10961,ERP29
80018,NAA25
10906,TRAFD1
283450,HECTD4
6128,RPL6
5781,PTPN11
79039,DDX54
84934,RITA1
53373,TPCN1
80024,SLC8B1
196463,PLBD2
113675,SDSL
9904,RBM19
6910,TBX5
255480,TBX5-AS1
6926,TBX3
23389,MED13L
643246,MAP1LC3B2
79794,SPRING1
84900,RNFT2
8739,HRK
26259,FBXW8
54997,TESC
23014,FBXO21
5985,RFC5
55884,WSB2
54621,VSIG10
5037,PEBP1
51347,TAOK3
64426,SUDS3
26353,HSPB8
160777,CCDC60
5564,PRKAB1
11113,CIT
92558,BICDL1
11021,RAB35
10985,GCN1
6175,RPLP0
100506649,PXN-AS1
5829,PXN
23409,SIRT4
4440,MSI1
1337,COX6A1
51499,TRIAP1
283459,GATC
8683,SRSF9
8655,DYNLL1
100506668,NRAV
84274,COQ5
9921,RNF10
51367,POP5
9761,MLEC
84747,UNC119B
35,ACADS
121665,SPPL3
64897,C12orf43
5025,P2RX4
10645,CAMKK2
51433,ANAPC5
80196,RNF34
84678,KDM2B
84876,ORAI1
144404,TMEM120B
54509,RHOF
338799,LINC01089
23067,SETD1B
5715,PSMD9
144406,CFAP251
605,BCL7A
22877,MLXIP
56616,DIABLO
65082,VPS33A
6249,CLIP1
55596,ZCCHC8
65117,RSRC2
9735,KNTC1
8562,DENR
9026,HIP1R
79720,VPS37B
23457,ABCB9
79676,OGFOD2
51329,ARL6IP4
57605,PITPNM2
10198,MPHOSPH9
91574,MTRFR
8099,CDK2AP1
55206,SBNO1
100293704,NA
387893,KMT5A
196383,RILPL2
11066,SNRNP35
353116,RILPL1
10959,TMED2
57696,DDX55
1967,EIF2B1
2967,GTF2H3
79867,TCTN2
23545,ATP6V0A2
196385,DNAH10
80212,CCDC92
144348,ZNF664
9612,NCOR2
949,SCARB1
7316,UBC
57647,DHX37
140707,BRI3BP
102659353,THRIL
65985,AACS
114795,TMEM132B
121260,SLC15A4
2054,STX2
5901,RAN
283383,ADGRD1
6433,SFSWAP
8408,ULK1
80324,PUS1
57634,EP400
347918,EP400P1
317781,DDX51
79050,NOC4L
57666,FBRSL1
100996573,NA
5426,POLE
5827,PXMP2
192111,PGAM5
23141,ANKLE2
2802,GOLGA3
55743,CHFR
100289635,ZNF605
7574,ZNF26
7637,ZNF84
7699,ZNF140
101060200,ZNF891
7556,ZNF10
10795,ZNF268
284232,ANKRD20A9P
54737,MPHOSPH8
55269,PSPC1
9205,ZMYM5
7750,ZMYM2
2700,GJA3
2706,GJB2
51084,CRYL1
8100,IFT88
53342,IL17D
221143,EEF1AKMT1
64328,XPO4
26524,LATS2
10284,SAP18
221150,SKA3
78988,MRPL57
650794,MIPEPP3
253832,ZDHHC20
221154,MICU2
2254,FGF9
6445,SGCG
26278,SACS
55504,TNFRSF19
4285,MIPEP
221178,SPATA13
143,PARP4
55835,CENPJ
5042,PABPC3
9107,MTMR6
9818,NUP58
51761,ATP8A2
387914,SHISA2
6049,RNF6
1024,CDK8
10810,WASF3
219333,USP12
6144,RPL21
387496,RASL11A
2971,GTF3A
219402,MTIF3
222484,LNX2
51082,POLR1D
432369,ATP5F1EP2
255967,PAN3
2321,FLT1
51371,POMP
283537,SLC46A3
23281,MTUS2
6541,SLC7A1
5412,UBL3
84056,KATNAL1
3146,HMGB1
10208,USPL1
10808,HSPH1
145173,B3GLCT
10129,FRY
675,BRCA2
90634,N4BP2L1
10443,N4BP2L2
23047,PDS5B
90627,STARD13
5983,RFC3
26960,NBEA
9201,DCLK1
23111,SPART
8900,CCNA1
400120,SERTM1
4093,SMAD9
5994,RFXAP
29880,ALG5
11340,EXOSC8
55578,SUPT20H
122011,CSNK1A1L
10631,POSTN
7223,TRPC4
51569,UFM1
341640,FREM2
80209,PROSER1
387921,NHLRC3
10186,LHFPL6
57511,COG6
2308,FOXO1
10240,MRPS31
10166,SLC25A15
1997,ELF1
11193,WBP4
89890,KBTBD6
84078,KBTBD7
9617,MTRF1
79612,NAA16
28984,RGCC
23078,VWA8
160851,DGKH
11215,AKAP11
94240,EPSTI1
29103,DNAJC15
55068,ENOX1
160857,CCDC122
144811,LACC1
8848,TSC22D1
641467,TSC22D1-AS1
26747,NUFIP1
55425,GPALPP1
2963,GTF2F2
7178,TPT1
100190939,TPT1-AS1
253512,SLC25A30
83548,COG3
23091,ZC3H13
23143,LRCH1
2098,ESD
8803,SUCLA2
55270,NUDT15
29079,MED4
9445,ITM2B
5925,RB1
1102,RCBTB2
22862,FNDC3A
81602,CDADC1
81617,CAB39L
83852,SETDB2
51131,PHF11
55213,RCBTB1
84650,EBPL
3839,KPNA3
57213,SPRYD7
10206,TRIM13
10301,DLEU1
145165,ST13P4
79621,RNASEH2B
220108,FAM124A
26512,INTS6
100507398,INTS6-AS1
115825,WDFY2
79758,DHRS12
540,ATP7B
440138,ALG11
9724,UTP14C
341676,NEK5
4752,NEK3
100887750,MRPS31P5
55901,THSD1
51028,VPS36
26586,CKAP2
144983,HNRNPA1L2
10910,SUGT1
5100,PCDH8
27253,PCDH17
81624,DIAPH3
81550,TDRD3
64881,PCDH20
5101,PCDH9
1602,DACH1
440145,MZT1
79866,BORA
22894,DIS3
10464,PIBF1
688,KLF5
11278,KLF12
9882,TBC1D4
170622,COMMD6
7347,UCHL3
4008,LMO7
115207,KCTD12
1203,CLN5
26224,FBXL3
23077,MYCBP2
122060,SLAIN1
1910,EDNRB
5457,POU4F1
79596,OBI1
64062,RBM26
100505538,RBM26-AS1
54602,NDFIP2
10253,SPRY2
26050,SLITRK5
693207,MIR622
407975,MIR17HG
10082,GPC6
23483,TGDS
160897,GPR180
10257,ABCC4
22873,DZIP1
5611,DNAJC3
55757,UGGT2
266722,HS6ST3
10150,MBNL2
5911,RAP2A
3843,IPO5
10160,FARP1
8428,STK24
23348,DOCK9
100861541,DOCK9-DT
100289373,UBAC2-AS1
337867,UBAC2
1880,GPR183
9375,TM9SF2
171425,CLYBL
5095,PCCA
87769,GGACT
84899,TMTC4
7174,TPP2
93081,TEX30
79070,POGLUT2
54841,BIVM
2073,ERCC5
1948,EFNB2
55082,ARGLU1
728215,NALF1
3981,LIG4
84945,ABHD13
8660,IRS2
1282,COL4A1
1284,COL4A2
55647,RAB20
55739,NAXD
79587,CARS2
105376684,NA
3621,ING1
283487,PRECSIT
55608,ANKRD10
8874,ARHGEF7
10426,TUBGCP3
23250,ATP11A
23263,MCF2L
100289410,MCF2L-AS1
2159,F10
102724474,LOC102724474
55795,PCID2
8451,CUL4A
3916,LAMP1
79774,GRTP1
101928841,NA
113622,ADPRHL1
55208,DCUN1D2
55002,TMCO3
7027,TFDP1
650669,GAS6-AS1
2621,GAS6
100506394,GAS6-DT
22821,RASA3
8881,CDC16
65110,UPF3A
283489,CHAMP1
91875,TTC5
57820,CCNB1IP1
85495,RPPH1
10038,PARP2
7011,TEP1
55644,OSGEP
328,APEX1
90809,PIP4P1
4860,PNP
6038,RNASE4
6035,RNASE1
64745,METTL17
101929718,LOC101929718
57447,NDRG2
55701,ARHGEF40
51222,ZNF219
283624,LINC00641
3183,HNRNPC
11198,SUPT16H
57680,CHD8
84932,RAB2B
9878,TOX4
56339,METTL3
6297,SALL2
1603,DAD1
63874,ABHD4
5018,OXA1L
9056,SLC7A7
122704,MRPL52
4323,MMP14
26020,LRP10
55147,RBM23
10419,PRMT5
54930,HAUS4
84962,AJUBA
60686,C14orf93
5693,PSMB5
64403,CDH24
22985,ACIN1
55017,C14orf119
23428,SLC7A8
57594,HOMEZ
90673,PPP1R3E
105378176,NA
599,BCL2L2
8106,PABPN1
51310,SLC22A17
10278,EFS
116173,CMTM5
4624,MYH6
4625,MYH7
25983,NGDN
79178,THTPA
85446,ZFHX2
8906,AP1G2
102724814,AP1G2-AS1
55449,DHRS4-AS1
10901,DHRS4
317749,DHRS4L2
728635,DHRS4L1
4901,NRL
5106,PCK2
80344,DCAF11
161247,FITM1
5720,PSME1
51016,EMC9
5721,PSME2
55072,RNF31
10379,IRF9
9985,REC8
79711,IPO4
10548,TM9SF1
283629,TSSK4
29082,CHMP4A
145553,MDP1
4738,NEDD8
51292,GMPR2
26277,TINF2
7051,TGM1
5875,RABGGTA
115817,DHRS1
161424,NOP9
1241,LTB4R
4776,NFATC4
57523,NYNRIN
23351,KHNYN
643866,CBLN3
56948,SDR39U1
29091,STXBP6
4857,NOVA1
5587,PRKD1
55632,G2E3
23256,SCFD1
1690,COCH
29966,STRN3
11154,AP4S1
25831,HECTD1
25938,HEATR5A
112487,DTD2
80224,NUBPL
84837,ARHGAP5-AS1
394,ARHGAP5
101954278,RNU6-8
9472,AKAP6
64067,NPAS3
112399,EGLN3
171546,SPTSSA
55837,EAPP
58533,SNX6
1073,CFL2
11177,BAZ1A
6729,SRP54
283635,FAM177A1
55012,PPP2R3C
9692,PRORP
5687,PSMA6
4792,NFKBIA
253959,RALGAPA1
84312,BRMS1L
51562,MBIP
89874,SLC25A21
100129794,SLC25A21-AS1
145282,MIPOL1
10484,SEC23A
8487,GEMIN2
122553,TRAPPC6B
5411,PNN
4253,MIA2
254170,FBXO33
122525,C14orf28
54813,KLHL28
23116,TOGARAM1
55015,PRPF39
2287,FKBP3
57697,FANCM
55320,MIS18BP1
161357,MDGA2
100506433,LINC00648
6235,RPS29
6029,RN7SL1
122769,LRR1
6166,RPL36AL
4247,MGAT2
55172,DNAAF2
5427,POLE2
122773,KLHDC1
23588,KLHDC2
9147,NEMF
378706,RN7SL2
382,ARF6
79609,VCPKMT
6655,SOS2
79944,L2HGDH
27109,DMAC2L
8814,CDKL1
11183,MAP4K5
51062,ATL1
60485,SAV1
51199,NIN
5836,PYGL
114088,TRIM9
81542,TMX1
122786,FRMD6
145438,FRMD6-AS1
54331,GNG2
51637,RTRAF
22795,NID2
57544,TXNDC16
283554,GPR137C
30001,ERO1A
5706,PSMC6
6815,STYX
64841,GNPNAT1
10979,FERMT2
80821,DDHD1
652,BMP4
1033,CDKN3
10175,CNIH1
2764,GMFB
10668,CGRRF1
23034,SAMD4A
2643,GCH1
11169,WDHD1
122809,SOCS4
93487,MAPK1IP1L
3958,LGALS3
9787,DLGAP5
55030,FBXO34
22863,ATG14
100129075,KTN1-AS1
3895,KTN1
57161,PELI2
54916,TMEM260
10640,EXOC5
55745,AP5M1
122830,NAA30
145407,ARMH4
55860,ACTR10
5684,PSMA3
379025,PSMA3-AS1
5926,ARID4A
26520,TIMM9
9786,KIAA0586
51339,DACT1
23002,DAAM1
64582,GPR135
112849,L3HYPDH
51528,JKAMP
6252,RTN1
64430,PCNX4
51635,DHRS7
5494,PPM1A
51804,SIX4
4331,MNAT1
57570,TRMT5
145389,SLC38A6
5583,PRKCH
3091,HIF1A
6617,SNAPC1
5529,PPP2R5E
112840,WDR89
81537,SGPP1
23224,SYNE2
4522,MTHFD1
7597,ZBTB25
9495,AKAP5
22890,ZBTB1
3306,HSPA2
26030,PLEKHG3
6710,SPTB
91612,CHURC1
376267,RAB15
2342,FNTB
4149,MAX
2530,FUT8
10243,GPHN
64398,PALS1
51382,ATP6V1D
1965,EIF2S1
26499,PLEK2
161145,TMEM229B
57475,PLEKHH1
5283,PIGH
384,ARG2
10490,VTI1B
51109,RDH11
23503,ZFYVE26
5890,RAD51B
677,ZFP36L1
87,ACTN1
8816,DCAF5
55218,EXD2
57452,GALNT16
2079,ERH
55334,SLC39A9
9766,SUSD6
6430,SRSF5
6547,SLC8A3
51241,COX16
55333,SYNJ2BP
10001,MED6
23508,TTC9
4293,MAP3K9
22990,PCNX1
26037,SIPA1L1
9628,RGS6
8110,DPF3
26094,DCAF4
53349,ZFYVE1
58517,RBM25
5663,PSEN1
89932,PAPLN
8650,NUMB
79697,RIOX1
641371,ACOT1
10965,ACOT2
83544,DNAL1
9240,PNMA1
91748,MIDEAS
100506476,MIDEAS-AS1
145482,PTGR2
57862,ZNF410
145483,FAM161B
51004,COQ6
957,ENTPD5
80127,BBOF1
4329,ALDH6A1
91750,LIN52
5826,ABCD4
10577,NPC2
122961,ISCA2
4053,LTBP2
9870,AREL1
51077,FCF1
56252,YLPM1
1743,DLST
83694,RPS6KL1
5228,PGF
8892,EIF2B2
27030,MLH3
97,ACYP1
79696,ZC2HC1C
91754,NEK9
10972,TMED10
2353,FOS
101928377,JDP2-AS1
122953,JDP2
55640,FLVCR2
11161,ERG28
23093,TTLL5
7043,TGFB3
112752,IFT43
55668,GPATCH2L
2103,ESRRB
22846,VASH1
100506603,VASH1-AS1
23357,ANGEL1
64207,IRF2BPL
85457,CIPC
57156,TMEM63C
29954,POMT2
2954,GSTZ1
283578,TMED8
161394,SAMD15
63894,VIPAS39
10598,AHSA1
9517,SPTLC2
8846,ALKBH1
81892,SLIRP
22938,SNW1
57143,ADCK1
9369,NRXN3
145508,CEP128
2957,GTF2A1
85439,STON2
6400,SEL1L
23768,FLRT2
2581,GALC
55812,SPATA7
11099,PTPN21
79882,ZC3H14
161436,EML5
123016,TTC8
1112,FOXN3
400236,FOXN3-AS1
90141,EFCAB11
55775,TDP1
56659,KCNK13
5700,PSMC1
55051,NRDE2
801,CALM1
145567,TTC7B
9252,RPS6KA5
80017,DGLUCY
440193,CCDC88C
55671,PPP4R3A
10516,FBLN5
9321,TRIP11
4287,ATXN3
4707,NDUFB1
53981,CPSF2
79890,RIN3
5641,LGMN
9950,GOLGA5
3705,ITPK1
64112,MOAP1
26175,LYSET
84520,GON7
55148,UBR7
55727,BTBD7
57578,UNC79
51676,ASB2
78990,OTUB2
57062,DDX24
122509,IFI27L1
83982,IFI27L2
5265,SERPINA1
12,SERPINA3
23405,DICER1
400242,DICER1-AS1
79789,CLMN
161176,SYNE3
283596,SNHG10
51218,GLRX5
56967,C14orf132
624,BDKRB2
55102,ATG2B
51527,GSKIP
730202,PAPOLA-DT
10914,PAPOLA
7443,VRK1
64919,BCL11B
84193,SETD3
8812,CCNK
317762,CCDC85C
84439,HHIPL1
10858,CYP46A1
2009,EML1
51466,EVL
7528,YY1
123096,SLC25A29
7453,WARS1
79446,WDR25
8788,DLK1
55384,MEG3
5527,PPP2R5C
1778,DYNC1H1
3320,HSP90AA1
91833,WDR20
5891,MOK
55778,ZNF839
51550,CINP
9895,TECPR2
122416,ANKRD9
23186,RCOR1
7187,TRAF3
9578,CDC42BPB
7127,TNFAIP2
1983,EIF5
4140,MARK3
1152,CKB
115708,TRMT61A
9529,BAG5
84334,COA8
3831,KLC1
7517,XRCC3
79038,ZFYVE21
23368,PPP1R13B
9556,ATP5MJ
374569,ASPG
26153,KIF26A
400258,C14orf180
388021,TMEM179
64423,INF2
122622,ADSS1
10572,SIVA1
207,AKT1
100128927,ZBTB42
283638,CEP170B
113146,AHNAK2
122616,CLBA1
55038,CDCA4
3714,JAG2
256281,NUDT14
2972,BRF1
90135,BTBD6
23241,PACS2
647310,TEX22
100507437,MTA1-DT
9112,MTA1
1397,CRIP2
1396,CRIP1
283643,TEDC1
80757,TMEM121
283755,HERC2P3
646214,LOC646214
646243,CXADRP2
100132101,HERC2P7
400322,HERC2P2
339005,WHAMMP3
123606,NIPA1
81614,NIPA2
23191,CYFIP1
114791,TUBGCP5
54551,MAGEL2
4692,NDN
6638,SNRPN
347746,PWARSN
8123,PWAR5
100033416,SNORD116-4
100033432,SNORD116-21
3653,IPW
7337,UBE3A
2562,GABRB3
8924,HERC2
440248,HERC2P9
440253,WHAMMP2
646278,PDCD6IPP2
321,APBA2
23359,ENTREP2
56160,NSMCE3
7082,TJP1
653075,GOLGA8T
101059918,GOLGA8R
728498,GOLGA8H
89839,ARHGAP11B
100288637,LOC100288637
22909,FAN1
54893,MTMR10
102725022,LINC02352
51621,KLF13
653125,GOLGA8K
728047,GOLGA8O
100288615,WHAMMP1
100996255,LINC02256
643699,GOLGA8N
9824,ARHGAP11A
6447,SCG5
26585,GREM1
342184,FMN1
6263,RYR3
57099,AVEN
56851,EMC7
161779,PGBD4
79768,KATNBL1
51234,EMC4
9990,SLC12A6
55505,NOP10
254531,LPCAT4
23015,GOLGA8A
440270,GOLGA8B
57369,GJD2
101928174,GJD2-DT
70,ACTC1
9716,AQR
54989,ZNF770
723972,ANP32AP1
89978,DPH6
84529,CDIN1
4212,MEIS2
161742,SPRED1
283742,FAM98B
10125,RASGRP1
7057,THBS1
11245,GPR176
440275,EIF2AK4
6727,SRP14
100131089,SRP14-DT
90427,BMF
701,BUB1B
56924,PAK6
100131244,ANKRD63
5330,PLCB2
100505573,INAFM2
388115,CCDC9B
85455,DISP2
90417,KNSTRN
3712,IVD
22893,BAHD1
113189,CHST14
90416,CCDC32
27079,RPUSD2
57082,KNL1
100505648,RAD51-AS1
5888,RAD51
55177,RMDN3
2644,GCHFR
55192,DNAJC17
643338,C15orf62
84936,ZFYVE19
6692,SPINT1
57617,VPS18
79094,CHAC1
54617,INO80
11261,CHP1
729082,OIP5-AS1
11339,OIP5
51203,NUSAP1
51103,NDUFAF1
23168,RTF1
3706,ITPKA
4058,LTK
26015,RPAP1
7301,TYRO3
23269,MGA
23005,MAPKBP1
100137047,JMJD7
51332,SPTBN5
30844,EHD4
23339,VPS39
25963,TMEM87A
2595,GANC
825,CAPN3
64397,ZNF106
8773,SNAP23
255252,LRRC57
55142,HAUS2
57519,STARD9
146059,CDAN1
146057,TTBK2
197131,UBR1
80021,TMEM62
23582,CCNDBP1
9836,LCMT2
161823,ADAL
146050,ZSCAN29
27229,TUBGCP4
7158,TP53BP1
4130,MAP1A
9677,PPIP5K1
1159,CKMT1B
117155,CATSPER2
548596,CKMT1A
2923,PDIA3
80237,ELL3
10169,SERF2
619189,SERINC4
4236,MFAP1
79968,WDR76
84978,FRMD5
728758,PIN4P1
113201,GOLM2
51496,CTDSPL2
645212,EIF3J-DT
8669,EIF3J
80208,SPG11
567,B2M
100419583,LOC100419583
140691,TRIM69
6652,SORD
50506,DUOX2
90525,SHF
2628,GATM
79029,AFG2B
7782,SLC30A4
26258,BLOC1S6
58472,SQOR
80031,SEMA6D
50804,MYEF2
1854,DUT
2200,FBN1
22995,CEP152
399694,SHC4
23741,EID1
9728,SECISBP2L
9318,COPS2
2585,GALK2
196951,FAM227B
2252,FGF7
56986,DTWD1
2553,GABPB1
55056,GABPB1-IT1
100129387,GABPB1-AS1
9101,USP8
54822,TRPM7
84888,SPPL2A
23431,AP4E1
388121,TNFAIP8L3
23312,DMXL2
256586,LYSMD2
29767,TMOD2
29766,TMOD3
123169,LEO1
5597,MAPK6
10681,GNB5
55930,MYO5C
4644,MYO5A
10776,ARPP19
56204,ATOSA
51187,RSL24D1
5873,RAB27A
9488,PIGB
9236,CCPG1
145788,PIERCE2
26108,PYGO1
283659,PRTG
4734,NEDD4
64864,RFX7
374618,TEX9
55329,MNS1
54816,ZNF280D
145783,TCF12-DT
6938,TCF12
84952,CGNL1
145781,GCOM1
100820829,MYZAP
81488,POLR2M
102,ADAM10
54629,MINDY2
79811,SLTM
54778,RNF111
9133,CCNB2
4643,MYO1E
145773,FAM81A
2958,GTF2A2
663,BNIP2
302,ANXA2
79664,ICE2
6095,RORA
54832,VPS13C
83660,TLN2
7168,TPM1
114294,LACTB
51065,RPS27L
51762,RAB8B
83464,APH1B
9960,USP3
283807,FBXL22
8925,HERC1
23604,DAPK2
84191,CIAO2A
6642,SNX1
79856,SNX22
5479,PPIB
53944,CSNK1G1
9768,PCLAF
9325,TRIP4
23060,ZNF609
4947,OAZ2
348093,RBPMS2
80119,PIF1
80301,PLEKHO2
348094,ANKDD1A
51324,SPG21
123263,MTFMT
51285,RASL12
390594,KBTBD13
10081,PDCD7
10845,CLPX
8483,CILP
54956,PARP16
9543,IGDCC3
57722,IGDCC4
54878,DPP8
51495,HACD3
81556,INTS14
9187,SLC24A1
10260,DENND4A
8766,RAB11A
115752,DIS3L
54962,TIPIN
5604,MAP2K1
10302,SNAPC5
6124,RPL4
55055,ZWILCH
4091,SMAD6
4088,SMAD3
79719,AAGAB
64799,IQCH
100506686,IQCH-AS1
145853,C15orf61
5607,MAP2K5
8554,PIAS1
91860,CALML4
54982,CLN6
10116,FEM1B
22801,ITGA11
10391,CORO2B
8125,ANP32A
26035,GLCE
54852,PAQR5
9493,KIF23
6176,RPLP1
7090,TLE3
55075,UACA
55323,LARP6
54839,LRRC49
56906,THAP10
79875,THSD4
4649,MYO9A
123228,SENP8
5315,PKM
56965,PARP6
60677,CELF6
3073,HEXA
25820,ARIH1
585,BBS4
83440,ADPGK
4756,NEO1
10021,HCN4
27020,NPTN
101241892,NPTN-IT1
80381,CD276
388135,INSYN1
100287616,LOXL1-AS1
4016,LOXL1
9399,STOML1
5371,PML
64220,STRA6
1583,CYP11A1
8482,SEMA7A
84993,UBL7
440288,UBL7-DT
10620,ARID3B
1198,CLK3
102723750,LOC102723750
80153,EDC3
1543,CYP1A1
1445,CSK
25989,ULK3
10066,SCAMP2
4351,MPI
57184,FAM219B
9377,COX5A
54913,RPP25
192683,SCAMP5
60490,PPCDC
56905,C15orf39
54939,COMMD4
79661,NEIL1
4123,MAN2C1
25942,SIN3A
5780,PTPN9
10073,SNUPN
55272,IMP3
257364,SNX33
1464,CSPG4
92912,UBE2Q2
26263,FBXO22
145957,NRG4
2108,ETFA
49855,SCAPER
5955,RCN2
10099,TSPAN3
79834,PEAK1
10363,HMG20A
84894,LINGO1
23102,TBC1D2B
10518,CIB2
3419,IDH3A
55466,DNAJA4
80349,SKIC8
3658,IREB2
5685,PSMA4
1138,CHRNA5
1136,CHRNA3
11173,ADAMTS7
10933,MORF4L1
1512,CTSH
5923,RASGRF1
23423,TMED3
23251,MINAR1
10588,MTHFS
400410,ST20
283687,ST20-AS1
54469,ZFAND6
2184,FAH
9915,ARNT2
58489,ABHD17C
57214,CEMIP
23184,MESD
59274,TLNRD1
84206,MEX3B
79631,EFL1
390660,ADAMTS7P1
647042,GOLGA6L10
100134869,UBE2Q2P2
440295,GOLGA6L9
80154,GOLGA2P10
642402,GOLGA6L17P
6218,RPS17
64506,CPEB1
100505616,SNHG21
123722,FSD2
123720,WHAMM
9455,HOMER2
83640,RAMAC
123207,C15orf40
53339,BTBD1
53346,TM6SF1
50810,HDGFL3
646,BNC1
6457,SH3GL3
